NAME,RA,DEC 
J144338.0-641919,220.90856,-64.32195
J144355.7-641817,220.98232,-64.30493
J144514.5-641717,221.3105,-64.28831
J144540.0-642605,221.41704,-64.43481
J144614.0-641003,221.55854,-64.16771
J144619.4-641507,221.58094,-64.25208
J144628.2-641624,221.61773,-64.27338
J144635.1-642010,221.64627,-64.33626
J144635.6-642140,221.64867,-64.36133
J144658.4-641922,221.7436,-64.32291
J144708.5-642105,221.7857,-64.35166
J144722.6-641108,221.84448,-64.1858
J144754.1-641949,221.9757,-64.33052
J151722.5-584417,229.3441,-58.73817
J151723.6-584737,229.34856,-58.79362
J153546.8-574418,233.94511,-57.73861
J153602.7-574853,234.01164,-57.81482
J153648.0-833811,234.19998,-83.6365
J153758.8-834057,234.49515,-83.68259
J153809.0-834139,234.53762,-83.6944
J153813.9-554213,234.5583,-55.70374
J154115.7-552128,235.3158,-55.35798
J154901.6-833430,237.25703,-83.57524
J154912.6-563316,237.30255,-56.55463
J154941.2-563031,237.42192,-56.50863
J154943.6-563126,237.43187,-56.52412
J154944.8-562545,237.43702,-56.42925
J154945.1-562127,237.43818,-56.35762
J154949.2-562435,237.45504,-56.40981
J154950.1-562934,237.45882,-56.493
J154951.6-541629,237.46537,-54.27478
J154957.6-562335,237.49006,-56.39312
J154958.7-562804,237.49492,-56.46793
J154959.5-563233,237.49823,-56.54266
J155002.3-561939,237.509,-56.3281
J155004.8-562911,237.52022,-56.4864
J155006.0-562310,237.52538,-56.38615
J155008.5-563324,237.53543,-56.55682
J155009.9-562306,237.54127,-56.38516
J155012.0-562144,237.54995,-56.36257
J155013.0-563032,237.55421,-56.50902
J155015.9-563411,237.56629,-56.56977
J155018.9-562224,237.57885,-56.37357
J155021.9-562748,237.59138,-56.46346
J155023.0-562224,237.596,-56.37344
J155023.0-562803,237.59612,-56.46775
J155024.6-542241,237.60274,-54.37815
J155026.3-563505,237.60979,-56.58477
J155026.5-561904,237.61047,-56.31802
J155027.9-562704,237.61627,-56.45118
J155028.0-562252,237.61693,-56.38121
J155028.7-561654,237.61961,-56.28179
