NAME,RA,DEC 
3XMM J152851.5-710629,232.214759301,-71.1080947407
3XMM J152856.8-710424,232.236812109,-71.0735697659
3XMM J152901.0-705835,232.254282276,-70.9766063472
3XMM J152908.8-710212,232.287037578,-71.036809331
3XMM J152911.4-710317,232.297900308,-71.054787059
3XMM J152911.5-710925,232.298256702,-71.1571707205
3XMM J152919.1-710053,232.32982567,-71.0148409567
3XMM J152930.6-711116,232.377551006,-71.1879984486
3XMM J152946.3-710527,232.443031016,-71.0910152195
3XMM J152946.4-711001,232.443681831,-71.1670797388
3XMM J152950.1-705218,232.459039155,-70.8718748206
3XMM J152951.0-710233,232.462789816,-71.0427497009
3XMM J152952.1-711509,232.467319829,-71.2526701102
3XMM J153000.7-711152,232.502980172,-71.1978700494
3XMM J153023.4-705532,232.597557158,-70.9255827872
3XMM J153025.9-705305,232.608272859,-70.8847552511
3XMM J153028.3-710018,232.618060855,-71.0050517097
3XMM J153036.3-710037,232.65133412,-71.0102868489
3XMM J153038.7-710750,232.661548117,-71.13071446
3XMM J153043.2-710235,232.680096871,-71.0432854554
3XMM J153049.5-711247,232.706538175,-71.2131781019
3XMM J153049.9-711734,232.708254303,-71.2928812317
3XMM J153050.9-705821,232.712179478,-70.972543394
3XMM J153058.1-705151,232.742423139,-70.8643612783
3XMM J153059.4-711723,232.747601937,-71.2898891198
3XMM J153059.6-710022,232.74843026,-71.0062707949
3XMM J153100.2-710317,232.751177471,-71.0547897713
3XMM J153105.2-711425,232.772035377,-71.2403152222
3XMM J153107.7-711210,232.782350648,-71.2029347285
3XMM J153108.7-710512,232.786317277,-71.0869418904
3XMM J153109.4-705836,232.789425226,-70.9767443607
3XMM J153109.9-710849,232.791270907,-71.1470340009
3XMM J153111.8-705051,232.79928913,-70.8475452722
3XMM J153112.2-710941,232.801226564,-71.1615014567
3XMM J153116.9-710244,232.820461421,-71.0456285194
3XMM J153117.6-711347,232.82359059,-71.2299314069
3XMM J153118.2-705458,232.826206063,-70.9162358913
3XMM J153126.4-705754,232.860027727,-70.9652064842
3XMM J153130.0-710404,232.875087748,-71.0679302166
3XMM J153137.0-710510,232.904524193,-71.0861474216
3XMM J153142.8-710932,232.928475,-71.1591465377
3XMM J153144.0-705336,232.933664215,-70.8935662094
3XMM J153144.8-705720,232.936680219,-70.9557358302
3XMM J153146.1-710113,232.942190623,-71.0203506514
3XMM J153153.7-710503,232.974041421,-71.084302655
3XMM J153156.3-710059,232.984604722,-71.0165411042
3XMM J153156.7-710910,232.986596924,-71.1529915146
3XMM J153201.3-711223,233.005589633,-71.2066163295
3XMM J153201.5-705136,233.006553033,-70.8602111515
3XMM J153206.1-711239,233.02560143,-71.2110676307
3XMM J153210.2-710033,233.042635114,-71.0094025305
3XMM J153213.6-710921,233.057013068,-71.1559921756
3XMM J153218.2-711903,233.076120474,-71.3176679586
3XMM J153219.9-705234,233.082930548,-70.8761930777
3XMM J153220.8-711016,233.086800933,-71.1711826723
3XMM J153224.6-705740,233.102672658,-70.9611324785
3XMM J153231.1-710210,233.129967714,-71.0363603982
3XMM J153234.0-705843,233.142014068,-70.978715201
3XMM J153240.8-710848,233.170053039,-71.1468176889
3XMM J153245.6-710613,233.190306065,-71.1037770625
3XMM J153256.3-711001,233.234844442,-71.1671765298
3XMM J153301.8-711544,233.257660601,-71.2623326329
3XMM J153313.3-711300,233.305644722,-71.2168169757
3XMM J153313.7-711129,233.30728934,-71.191614867
3XMM J153316.5-710147,233.318968254,-71.0299518648
3XMM J153317.8-711043,233.324385249,-71.1788628827
3XMM J153328.6-705656,233.369238402,-70.9490290992
3XMM J153403.1-710814,233.51313515,-71.1373647832
3XMM J153446.6-710600,233.694562782,-71.1000960957
3XMM J154558.3-623301,236.49317159,-62.5503238992
3XMM J154604.8-622755,236.520370338,-62.4654867706
3XMM J154608.8-623614,236.536842173,-62.6041304529
3XMM J154611.9-623948,236.549780254,-62.6635969611
3XMM J154633.3-622536,236.638960794,-62.4268029258
3XMM J154638.7-623739,236.661527908,-62.6276646362
3XMM J154642.9-623150,236.679084201,-62.5306460236
3XMM J154643.7-623646,236.682290284,-62.6130420272
3XMM J154645.9-622947,236.69157043,-62.4966067617
3XMM J154646.1-624509,236.692335937,-62.752675573
3XMM J154651.9-622854,236.716362501,-62.4816738423
3XMM J154654.0-622239,236.725332469,-62.3775234435
3XMM J154700.1-624015,236.750467934,-62.6708826853
3XMM J154703.6-623330,236.765046965,-62.5585040261
3XMM J154704.6-623519,236.769535073,-62.5887543287
3XMM J154706.5-623107,236.777262139,-62.5186387433
3XMM J154710.1-622054,236.792096119,-62.3484929914
3XMM J154710.8-624401,236.795320168,-62.7337720752
3XMM J154712.2-624334,236.801244345,-62.7263427312
3XMM J154724.8-622006,236.853695795,-62.3352145758
3XMM J154728.2-622825,236.867587645,-62.4736582754
3XMM J154735.3-624445,236.89746087,-62.7459887768
3XMM J154738.8-622814,236.911693565,-62.470693896
3XMM J154742.4-623952,236.926758683,-62.664615023
3XMM J154742.9-622822,236.929019753,-62.4727887736
3XMM J154746.0-622551,236.94187436,-62.4308808251
3XMM J154751.7-622425,236.96544776,-62.407177851
3XMM J154752.9-624401,236.97056594,-62.7338497436
3XMM J154752.9-624614,236.970763561,-62.7708091938
3XMM J154753.0-622814,236.970958419,-62.4706507365
3XMM J154753.0-624338,236.971154009,-62.7273004074
3XMM J154753.0-624753,236.971226177,-62.798324933
3XMM J154753.1-624516,236.971516571,-62.7546949847
3XMM J154753.2-624549,236.971736923,-62.7636835828
3XMM J154753.3-624255,236.972284941,-62.7153646932
3XMM J154753.3-624435,236.972337781,-62.7430556758
3XMM J154753.4-624157,236.97275904,-62.6993032918
3XMM J154753.5-624119,236.973161911,-62.6887157367
3XMM J154753.5-624454,236.973302314,-62.7484253743
3XMM J154753.6-624322,236.973448934,-62.7230412139
3XMM J154753.6-624226,236.973549011,-62.7072279089
3XMM J154753.7-623937,236.973986156,-62.6605419609
3XMM J154753.8-624058,236.97448485,-62.6829251232
3XMM J154754.0-624639,236.975267664,-62.7777752241
3XMM J154754.1-624012,236.975753369,-62.6700027675
3XMM J154754.6-623405,236.977849568,-62.5682661514
3XMM J154755.7-622614,236.982438055,-62.4372323236
3XMM J154756.0-622407,236.983630181,-62.4019660853
3XMM J154756.1-622456,236.983806103,-62.4157711911
3XMM J154756.2-622343,236.984515505,-62.3955365281
3XMM J154756.5-622705,236.985815693,-62.4515317445
3XMM J154756.8-622103,236.987069837,-62.350847591
3XMM J154756.9-622246,236.987325883,-62.3795311632
3XMM J154757.8-622137,236.991121409,-62.3603429867
3XMM J154800.8-624636,237.003591307,-62.7766670551
3XMM J154806.7-622326,237.028133537,-62.3907944868
3XMM J154808.9-622533,237.037299105,-62.4259043054
3XMM J154810.9-622827,237.045478335,-62.4742817806
3XMM J154813.9-624258,237.05799294,-62.7162855143
3XMM J154814.2-624048,237.059413803,-62.6800935711
3XMM J154815.1-622750,237.063266161,-62.4641260446
3XMM J154826.0-622833,237.108564248,-62.4759456573
3XMM J154830.2-624028,237.126140276,-62.6744899696
3XMM J154830.9-624037,237.129026663,-62.677014687
3XMM J154831.2-622513,237.13022161,-62.4204353244
3XMM J154838.4-622701,237.160333939,-62.4505216905
