NAME,RA,DEC,PER 
51 Eri b,4.62669722239,-2.47339166641
M 67 YBP 1194 b,8.850225,11.8146555551
PSR B1257+12 B,13.0009936111,12.6823333338
PSR B1257+12 C,13.0009936111,12.6823333338
PSR B1257+12 A,13.0009936111,12.6823333338
HD 179949 b,19.2592083338,-24.1791055552
51 Peg b,22.9577361112,20.7686833334
