NAME,RA,DEC 
3XMM J143613.7-784856,219.057383484,-78.8157786413
3XMM J143619.3-784826,219.080601555,-78.8072936875
3XMM J143634.0-784213,219.141724751,-78.7038314869
3XMM J143705.4-784538,219.272669921,-78.7606552721
3XMM J143707.3-784737,219.280698285,-78.7937540798
3XMM J143715.6-784648,219.315261911,-78.7801573551
3XMM J143721.5-785023,219.339625531,-78.8397249703
3XMM J143721.7-784253,219.340546405,-78.7149364311
3XMM J143734.5-784733,219.393883374,-78.7925356739
3XMM J143743.3-785028,219.430721291,-78.8412239951
3XMM J143754.6-784206,219.477912029,-78.7018484649
3XMM J143800.0-784745,219.500219817,-78.7959845935
3XMM J143816.0-784511,219.567034936,-78.7530897332
3XMM J143828.0-785224,219.616912632,-78.8734545876
3XMM J143857.6-785656,219.740112615,-78.9491427568
3XMM J143929.4-784815,219.872544104,-78.8043955827
3XMM J143930.7-785412,219.877974074,-78.9034255949
3XMM J143932.8-785609,219.88692098,-78.9358634476
3XMM J143944.8-785220,219.936885677,-78.8723728809
3XMM J143955.0-785916,219.979472285,-78.9879376792
3XMM J144012.1-785240,220.050631216,-78.877863201
3XMM J144029.2-784838,220.121923796,-78.8106863827
3XMM J144041.1-785127,220.17139057,-78.8576961523
3XMM J144041.7-784848,220.174024155,-78.8134701808
3XMM J144053.3-784232,220.222331111,-78.7090030018
3XMM J144109.2-784951,220.288381113,-78.8309531216
3XMM J144119.4-783626,220.331230693,-78.6073750275
3XMM J144126.6-785853,220.360888873,-78.9814437654
3XMM J144137.9-785547,220.408046304,-78.9298190183
3XMM J144153.9-784631,220.474652593,-78.7753997168
3XMM J144159.9-784827,220.499956991,-78.8076184759
3XMM J144233.6-785239,220.640237915,-78.8777567776
3XMM J144405.3-784638,221.022446167,-78.7774131542
3XMM J145127.2-641533,222.863648907,-64.2592987354
3XMM J145156.7-641847,222.986508499,-64.3131304963
3XMM J145219.8-640228,223.082602199,-64.0413289139
3XMM J145226.8-641018,223.111715885,-64.1718656925
3XMM J145233.3-641031,223.139159657,-64.1754980861
3XMM J145245.4-641051,223.189476842,-64.181034225
3XMM J145247.9-640946,223.199797584,-64.162848635
3XMM J145306.0-641441,223.275243063,-64.2449270292
3XMM J145313.8-641740,223.30760167,-64.294573899
3XMM J145317.8-640750,223.324496453,-64.1306585052
3XMM J145326.8-642409,223.361843799,-64.4025988478
3XMM J145332.6-641551,223.386237639,-64.2642643891
3XMM J145335.6-641455,223.398614035,-64.248750905
3XMM J145344.2-640232,223.434254086,-64.0422810401
3XMM J145356.0-640945,223.483347977,-64.1625791068
3XMM J145406.5-640317,223.527286461,-64.0547438435
3XMM J145416.2-641545,223.567518112,-64.262608725
3XMM J145420.0-642212,223.583556291,-64.3702763133
3XMM J145428.7-641252,223.619929133,-64.2145573686
3XMM J145428.9-641134,223.62073684,-64.1930117954
3XMM J145440.9-640936,223.6707023,-64.1601342689
3XMM J145444.6-640812,223.686198427,-64.1367502246
3XMM J145447.2-641155,223.69698242,-64.1988823342
3XMM J145510.1-641136,223.79224896,-64.1935567558
3XMM J145515.4-642048,223.81427547,-64.3469321216
3XMM J145518.7-641347,223.828223572,-64.2298943291
3XMM J150528.6-621827,226.369368307,-62.3077091701
3XMM J150535.5-622121,226.397929921,-62.3558583273
3XMM J150554.8-622150,226.478415581,-62.3639383522
3XMM J150607.0-622210,226.52941685,-62.3696507482
3XMM J150619.3-621727,226.580508434,-62.2910691179
3XMM J150621.1-621109,226.588049615,-62.1861055947
3XMM J150626.3-620807,226.60972153,-62.1353671497
3XMM J150637.0-621629,226.654479727,-62.2747717927
3XMM J150644.2-622116,226.684545899,-62.3546393655
3XMM J150646.0-623200,226.691707156,-62.5334965095
3XMM J150651.7-621735,226.715746286,-62.2932831591
3XMM J150702.7-620823,226.761375153,-62.1398320601
3XMM J150703.3-622254,226.763936928,-62.3817081009
3XMM J150706.8-621858,226.778746277,-62.3162517778
3XMM J150708.2-621434,226.784214323,-62.2427904746
3XMM J150708.8-621644,226.786736245,-62.2788990365
3XMM J150709.9-622305,226.791607752,-62.3848333265
3XMM J150710.7-665408,226.794594915,-66.9023165623
3XMM J150710.7-665337,226.794606056,-66.8937582963
3XMM J150711.9-620707,226.799672765,-62.1186453869
3XMM J150715.0-621322,226.812598004,-62.222955088
3XMM J150718.1-621108,226.825739791,-62.1857109964
3XMM J150720.6-664505,226.835896161,-66.7515357297
3XMM J150720.7-665153,226.836577334,-66.8647863064
3XMM J150725.5-665104,226.856592905,-66.8511844443
3XMM J150727.1-623340,226.863287539,-62.5611643394
3XMM J150727.6-665231,226.865324908,-66.8755173764
3XMM J150728.2-621803,226.867525968,-62.3010254685
3XMM J150728.3-622610,226.868310858,-62.4363485152
3XMM J150729.3-665553,226.872350935,-66.9315825368
3XMM J150734.4-664226,226.893721135,-66.7073779161
3XMM J150734.8-665232,226.895284806,-66.8756057935
3XMM J150737.6-622223,226.906998091,-62.3732712605
3XMM J150738.0-664720,226.908435462,-66.7889342603
3XMM J150740.4-664503,226.918672824,-66.750947887
3XMM J150740.7-665827,226.919950444,-66.9743644797
3XMM J150743.3-670002,226.930440787,-67.0005859493
3XMM J150743.7-664723,226.932488011,-66.7897457391
3XMM J150745.9-665043,226.941429779,-66.8455045678
3XMM J150746.6-664954,226.944260344,-66.8319278698
3XMM J150747.8-664926,226.949301271,-66.824001729
3XMM J150750.8-665856,226.961707866,-66.9823544782
3XMM J150751.3-664209,226.964101098,-66.7026107035
3XMM J150752.6-664724,226.969549165,-66.790041948
3XMM J150754.4-665950,226.976862675,-66.9972823086
