NAME,RA,DEC 
J161154.9-604804,242.97897,-60.80117
J161157.5-604056,242.98994,-60.6823
J161202.9-604656,243.01244,-60.78224
J161206.1-605318,243.0257,-60.88856
J161211.5-604659,243.04831,-60.78311
J161211.6-605511,243.04833,-60.91977
J161214.2-604844,243.05951,-60.8124
J161223.3-603751,243.09711,-60.63092
J161229.9-604758,243.12492,-60.79964
J161231.1-604206,243.12997,-60.70171
J161236.8-604506,243.15361,-60.75179
J161240.6-604927,243.16946,-60.82437
J161244.5-603845,243.18561,-60.6461
J161249.5-604401,243.20651,-60.73379
J161249.8-604909,243.20777,-60.81922
J161254.2-604946,243.22601,-60.82944
J161258.3-604602,243.24322,-60.76743
J161301.0-604921,243.25435,-60.82261
J161308.6-604203,243.28606,-60.70102
J161315.6-604902,243.31525,-60.81741
J161321.9-605331,243.34127,-60.89202
J161323.5-604529,243.34831,-60.75815
J161324.3-604536,243.35141,-60.76026
J161326.7-605325,243.36128,-60.89032
J161327.3-604548,243.36384,-60.76344
J161328.5-603851,243.36898,-60.64776
J161333.0-610236,243.3865,-61.04387
J161335.5-605731,243.39816,-60.95885
J161335.9-605155,243.3998,-60.86527
J161337.1-604510,243.40459,-60.75286
J161340.0-610229,243.41728,-61.04185
J161341.7-603840,243.42387,-60.64471
J161349.7-603654,243.45744,-60.61509
J161353.5-604315,243.47304,-60.7211
J161356.2-610040,243.48452,-61.01129
J161401.6-604050,243.50696,-60.68061
J161405.9-604152,243.52459,-60.6979
J161406.6-603742,243.52759,-60.62837
J161410.4-604724,243.54349,-60.79019
J161413.0-603401,243.55442,-60.56706
J161415.9-604236,243.56624,-60.71004
J161417.7-610309,243.57361,-61.05288
J161417.8-605321,243.57434,-60.88938
J161418.1-610428,243.576,-61.07459
J161418.2-605206,243.57611,-60.86842
J161419.6-605259,243.5817,-60.8831
J161420.0-604948,243.58346,-60.83024
J161420.3-604132,243.58458,-60.69243
J161421.7-603402,243.59042,-60.56736
J161425.4-610339,243.60601,-61.06113
J161425.6-603845,243.607,-60.64586
J161428.5-605523,243.61884,-60.92317
J161430.5-605346,243.62716,-60.89604
J161432.5-610126,243.63551,-61.0239
J161434.4-604352,243.64369,-60.73135
J161435.3-603936,243.64723,-60.66022
J161436.2-610224,243.65117,-61.04011
J161436.4-605517,243.65178,-60.92154
J161440.6-605721,243.66924,-60.95596
J161441.5-605551,243.67326,-60.9309
J161442.0-605331,243.67531,-60.89208
J161442.2-604830,243.67622,-60.80846
J161444.4-610142,243.68533,-61.02847
J161446.2-605150,243.69276,-60.86399
J161448.8-605302,243.70368,-60.88413
J161452.5-605600,243.71875,-60.93347
J161454.2-604834,243.7262,-60.80949
J161455.6-605127,243.73167,-60.8576
J161455.7-604741,243.73209,-60.79483
J161456.0-605413,243.73344,-60.90362
J161456.1-605630,243.73407,-60.94176
J161456.9-605204,243.73737,-60.8678
J161458.1-605401,243.74211,-60.90041
J161459.6-604305,243.74862,-60.7181
J161500.5-604310,243.75224,-60.71958
J161501.3-605209,243.75548,-60.86926
J161501.7-604105,243.75719,-60.68495
J161503.8-605426,243.766,-60.90717
J161504.2-605422,243.76789,-60.90619
J161504.7-605002,243.76997,-60.83415
J161504.8-605425,243.77004,-60.90699
J161505.6-605543,243.77344,-60.92861
J161506.1-605304,243.7758,-60.8847
J161506.1-605356,243.77571,-60.89894
J161506.5-604241,243.77734,-60.71143
J161507.8-605433,243.78269,-60.90936
J161509.0-605844,243.78753,-60.97913
J161511.1-603733,243.79635,-60.62586
J161511.3-605534,243.79731,-60.92622
J161514.8-603530,243.812,-60.5919
J161515.1-605358,243.81307,-60.89949
J161515.2-605256,243.81368,-60.88238
J161515.4-605615,243.81454,-60.93763
J161518.5-605321,243.82742,-60.88925
J161519.3-603852,243.83072,-60.64798
J161523.3-605419,243.84733,-60.90531
J161523.5-605426,243.84799,-60.90736
J161524.6-603401,243.8525,-60.56702
J161529.7-605616,243.87414,-60.93781
J161531.6-603701,243.88181,-60.61717
J161532.9-603955,243.88711,-60.66529
J161533.1-605915,243.8883,-60.9876
J161533.5-604310,243.88978,-60.71957
J161536.7-603456,243.90311,-60.58244
J161541.4-604154,243.92258,-60.69859
J161545.8-605506,243.94104,-60.91857
J161545.9-605509,243.94133,-60.91929
J161552.8-603908,243.97036,-60.65239
J163612.2-681731,249.0512,-68.29205
J163629.2-683828,249.12188,-68.64133
J163701.4-681929,249.25585,-68.32491
J163713.2-683647,249.30507,-68.61326
J163726.8-683258,249.36201,-68.54952
J163738.1-682136,249.40886,-68.36019
J163739.1-682551,249.41292,-68.43096
J163741.0-682514,249.4212,-68.42069
J163747.0-683421,249.44615,-68.57251
J163751.4-682623,249.46418,-68.43976
J163757.5-683820,249.48992,-68.63908
J163758.4-682448,249.4936,-68.41347
J163801.2-682856,249.50504,-68.48226
J163805.5-682654,249.52314,-68.44857
J163811.7-682606,249.54901,-68.4352
J163812.0-682609,249.55035,-68.43584
J163813.4-682717,249.55596,-68.45473
J163814.5-682321,249.5605,-68.38926
J163818.4-684219,249.57689,-68.70554
J163822.6-682335,249.59454,-68.39324
J163837.8-683935,249.65776,-68.65995
J163859.3-683307,249.74715,-68.55213
J163859.8-682806,249.74928,-68.46843
J163929.1-682801,249.87132,-68.46709
J163947.6-683254,249.94835,-68.54856
J164026.1-682927,250.10897,-68.4909
J164031.6-683705,250.13196,-68.61827
J164044.3-683122,250.18498,-68.52289
J164759.3-685833,251.99722,-68.97609
J164833.8-685753,252.1409,-68.96477
J164839.1-690506,252.16329,-69.0852
J164839.9-690140,252.16634,-69.02783
