NAME,RA,DEC 
HD 147018 b,16.3834361111,-61.6879944446
HD 142415 b,15.9613666662,-60.2000083333
HD 154672 b,17.1680222223,-56.4489666663
mu Ara b,17.7357555556,-51.8335888889
HD 181433 c,19.4194166666,-66.4693722222
mu Ara e,17.7357555556,-51.8335888889
HD 181433 d,19.4194166666,-66.4693722222
HD 154857 c,17.187675,-56.6806611114
HD 175167 b,19.0002361111,-69.943775
mu Ara c,17.7357555556,-51.8335888889
HD 181433 b,19.4194166666,-66.4693722222
mu Ara d,17.7357555556,-51.8335888889
HD 147018 c,16.3834361111,-61.6879944446
HD 154857 b,17.187675,-56.6806611114
