NAME,RA,DEC
GJ 8,22.887822222179842,-14.262058333290947
bet U,14.845111111534967,74.15547499974568
iota D,15.415494444105361,58.966022222307
Fomalha,22.96078611161974,-29.621836111280647
epsilon E,3.5490055550469286,-9.458305555449591
beta P,5.788077777756585,-51.06671388888939
HD 834,9.619947222338784,-43.271911110878
upsilon A,1.613327777650621,41.40638611104753
