NAME,DEC,RA,TRANSIT,TRANSITURL,TRANSITREF,SE,SEURL,SEREF,MSTAR,IMAGING,TIMING,ASTROMETRY,MICROLENSING,MASS,PER
Kepler-278 b,38.70223055548139,19.3404805554284,1,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,0,,Predicted,,0,0,0,0,0.0541479,30.160546
Kepler-1203 b,44.17813888867696,19.51822500003709,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,0.64,0,0,0,0,0.00364938,0.58800076
Kepler-354 b,41.33563888894187,19.05010000000398,1,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,0,,Predicted,,0,0,0,0,0.0135483,5.47666
Kepler-1067 b,45.0490555551317,19.02582777765062,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,0.95,0,0,0,0,0.00129651,0.76212926
Kepler-245 e,42.43630555550257,19.44259722179837,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,0.8,0,0,0,0,0.0129028,3.21982106
Kepler-244 c,42.30136944439676,19.14951111157735,1,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,0,,Predicted,,0,0,0,0,0.0151834,9.767292
Kepler-1030 b,45.8175555555688,19.57879444440206,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,0.8,0,0,0,0,0.019398,19.32952416
Kepler-1535 b,38.89197222232819,19.10758055580987,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,1.08,0,0,0,0,0.0201979,138.9442
Kepler-543 b,38.8625,19.14791388935513,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,0.7,0,0,0,0,0.01966,13.89961966
Kepler-1571 b,45.5965555551317,20.06236111111111,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,1.23,0,0,0,0,0.0124263,3.38555488
Kepler-506 b,40.71983333322737,18.97567777739631,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,1.19,0,0,0,0,0.0227057,6.8834055
WASP-58 b,45.17197222232819,18.31340305540297,1,http://adsabs.harvard.edu/abs/2013A%26A...549A.134H,Hebrard 2013,0,,Predicted,0.94,0,0,0,0,0.891379,5.01718
HD 178911 B b,34.59936944431729,19.1508499999841,0,,,0,,,1.06421,0,0,0,0,7.29127,71.484
HD 23079 b,-52.91561388863457,3.662022221883138,0,,,0,,,1.012,0,0,0,0,2.4433,730.6
Kepler-873 b,51.2713333331214,19.76021388901605,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,1.18,0,0,0,0,0.0440759,20.5533844
GJ 176 b,18.96088055504693,4.715380555258857,0,,,0,,,0.49,0,0,0,0,0.0259969,8.7832
Fomalhaut b,-29.62183611128065,22.96078611161974,0,,,0,,Predicted,1.92,1,0,0,0,0.5,318498
Kepler-1589 b,40.57169444455041,19.62945277743869,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,1.18,0,0,0,0,0.00392895,0.99166527
Kepler-376 c,38.41038888931274,19.4404805554284,1,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,0,,Predicted,,0,0,0,0,0.0131908,14.172327
Kepler-1083 b,45.19830555597941,18.87746388859219,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,0.81,0,0,0,0,0.0340314,33.4177993
Kepler-321 c,44.14596944491068,19.63026111072964,1,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,0,,Predicted,,0,0,0,0,0.0176845,13.093921
Kepler-186 e,43.95501944435968,19.91018055597941,1,http://adsabs.harvard.edu/abs/2014arXiv1404.5667Q,Quintana 2014,0,,Predicted,0.478,0,0,0,0,0.00672298,22.407793
Kepler-1147 b,41.64294444402059,19.50316944440206,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,1.09,0,0,0,0,0.0210409,10.62784997
Kepler-362 c,47.52989999983046,19.4514388888412,1,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,0,,Predicted,,0,0,0,0,0.010538,37.866281
WTS-2 b,36.81527777777777,19.5821863884396,1,http://adsabs.harvard.edu/abs/2014MNRAS.440.1470B,Birkby 2014,0,,Predicted,0.82,0,0,0,0,1.12,1.0187074
HD 102956 b,57.64077777756585,11.85625555568271,0,,,0,,,1.68,0,0,0,0,0.951497,6.4948
Kepler-331 d,39.30736111111111,19.45561944431729,1,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,0,,Predicted,,0,0,0,0,0.0121773,32.134328
Kepler-553 c,48.33244444423252,19.90338888883591,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,0.92,0,0,0,0,0.862662,328.2399546
HD 4203 b,20.44922777811686,0.7447555552588568,0,,,0,,,1.13,0,0,0,0,2.08215,431.88
Kepler-349 c,44.61558055559794,19.5784305551317,1,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,0,,Predicted,,0,0,0,0,0.014454,12.247629
Kepler-474 b,43.88116666687859,19.48809999995762,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,0.99,0,0,0,0,0.0279233,5.66067294
HAT-P-28 b,34.72838888910082,0.8667183333345586,1,http://adsabs.harvard.edu/abs/2011ApJ...733..116B,Buchhave 2011,0,,,1.025,0,0,0,0,0.627833,3.257215
Kepler-1473 b,48.99608333375719,19.37577222188314,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,1.09,0,0,0,0,0.0053608,14.4273551
Kepler-1619 b,44.42200000021192,19.04689722273085,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,1,0,0,0,0,0.00111394,23.6225913
HD 8535 b,-41.26963055557675,1.393663888507419,0,,,0,,,1.13,0,0,0,0,0.682196,1313
Kepler-392 c,43.36808055559794,19.24405000050863,1,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,0,,Predicted,,0,0,0,0,0.00409374,10.423118
Kepler-37 b,44.51813888894187,18.93730722215441,1,http://adsabs.harvard.edu/abs/2013Natur.494..452B,Barclay 2013,0,,Predicted,0.803,0,0,0,0,0.00958673,13.367308
Kepler-234 b,38.49466111077203,19.44356944402059,1,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,0,,Predicted,,0,0,0,0,0.0425085,2.711506
Kepler-251 d,44.10586111121707,19.77108055565092,1,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,0,,Predicted,,0,0,0,0,0.0232079,30.133001
Kepler-901 b,40.8875,19.41019722196791,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,0.59,0,0,0,0,0.00866602,3.51749439
Kepler-1360 b,45.62322222232819,20.0229388888677,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,1.51,0,0,0,0,0.0347934,40.5286413
Kepler-430 c,49.57916666666667,19.52058000008265,1,http://adsabs.harvard.edu/abs/2015AJ....149...55E,Everett 2015,0,,Predicted,1.166,0,0,0,0,0.0129028,110.979
HAT-P-30 b,5.836750000052982,8.263326667149862,1,http://adsabs.harvard.edu/abs/2011ApJ...735...24J,Johnson 2011,0,,,1.242,0,0,0,0,0.711088,2.810595
Kepler-283 c,47.83899999989404,19.57424999978807,1,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,0,,Predicted,,0,0,0,0,0.013404,92.743711
Kepler-1275 b,44.93244444423252,19.56669999999925,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,1.23,0,0,0,0,0.0112658,3.65691115
HD 1461 b,-8.052649999989404,0.3115611108144124,0,,,0,,,1.026,0,0,0,0,0.0240044,5.7727
HD 139357 b,53.92213888910081,15.58783888869815,0,,,0,,,1.35,0,0,0,0,10.0754,1125.7
Kepler-481 b,49.26205555597941,19.46046944406297,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,1.01,0,0,0,0,0.01966,10.06082567
Kepler-248 c,43.58136111153497,19.53743055555556,1,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,0,,Predicted,,0,0,0,0,0.0541479,16.239494
Kepler-1531 b,39.37080555544959,19.00977222230699,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,1.16,0,0,0,0,0.00422224,1.13854338
Kepler-431 b,43.22777777777778,18.74080555544959,1,http://adsabs.harvard.edu/abs/2015AJ....149...55E,Everett 2015,0,,Predicted,1.071,0,0,0,0,0.00120877,6.803
mu Leo b,26.00708611117469,9.879433333079021,0,http://adsabs.harvard.edu/abs/2014A%26A...566A..67L,Lee 2014,0,,Predicted,1.5,0,0,0,0,2.4,357.8
Kepler-1206 b,49.79113888899485,19.72922777811686,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,0.8,0,0,0,0,0.0121546,1.21699766
Kepler-219 d,46.7625611114502,19.24926944414775,1,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,0,,Predicted,,0,0,0,0,0.0237984,47.903645
Kepler-1139 b,39.23055555555555,19.19637500021193,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,0.94,0,0,0,0,0.0053608,0.81316672
Kepler-1198 b,44.83825000021193,19.25559999995761,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,0.93,0,0,0,0,0.0109866,7.6847716
Kepler-85 c,45.29030555566152,19.39822777748108,1,http://adsabs.harvard.edu/abs/2012arXiv1208.3312X,Xie 2012,0,,Predicted,0.92,0,1,0,0,0.0162741,12.513
Kepler-31 b,45.85305555555556,19.60153416660097,1,http://adsabs.harvard.edu/abs/2012ApJ...750..114F,Fabrycky 2012,0,,,1.21,0,1,0,0,0.0606674,20.8613
Kepler-1241 b,38.45697222232819,19.63841666645474,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,0.84,0,0,0,0,0.0213319,18.5525701
Kepler-421 b,45.08750000000001,18.88378805554575,1,http://adsabs.harvard.edu/abs/2014ApJ...795...25K,Kipping 2014,0,,Predicted,0.794,0,0,0,0,0.0592807,704.1984
Kepler-654 b,46.83427777780427,19.8045611111323,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,1.04,0,0,0,0,0.015383,13.72465129
HAT-P-34 b,18.10483333322737,20.21302361064487,1,http://adsabs.harvard.edu/abs/2012AJ....144...19B,Bakos 2012,0,,,1.392,0,0,0,0,3.334,5.452654
HD 11964 b,-10.24183611128065,1.952727777693007,0,,,0,,,1.08,0,0,0,0,0.608106,1944.5898
HD 12648 b,85.73594722217983,2.316597222222222,0,http://adsabs.harvard.edu/abs/2015A%26A...584A..79L,Lee 2015,0,,Predicted,1.2,0,0,0,0,2.89937,133.6
HD 98219 b,-23.97537500010596,11.29656666649712,0,,,0,,,1.62,0,0,0,0,2.12353,436.9
CoRoT-13 b,-5.08641666677263,6.848074999915228,1,http://adsabs.harvard.edu/abs/2010A&A...522A.110C,Cabrera 2010,0,,,1.09,0,0,0,0,1.31099,4.03519
Kepler-1302 b,50.30805555555555,19.39928333282471,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,0.86,0,0,0,0,0.0101747,8.83922659
Kepler-1308 b,38.52097222222222,19.06192777739631,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,0.35,0,0,0,0,0.000287933,2.10433812
Kepler-234 c,38.49466111077203,19.44356944402059,1,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,0,,Predicted,,0,0,0,0,0.0375018,7.21205
Kepler-14 b,47.33299999978808,19.18058611128065,1,http://adsabs.harvard.edu/abs/2011ApJS..197....3B,Bucchave 2011,0,,,1.512,0,0,0,0,8.40643,6.790123
Kepler-868 b,46.67524999989404,18.82423333326976,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,0.93,0,0,0,0,0.0151938,5.03251791
CoRoT-29 b,6.479719444910685,18.59347222222222,1,http://adsabs.harvard.edu/abs/2015A%26A...579A..36C,Cabrera 2015,0,,Predicted,0.97,0,0,0,0,0.85,2.85057
Kepler-741 b,46.61752777775128,19.29544722239176,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,1.16,0,0,0,0,0.0263549,7.03902374
Kepler-60 d,42.265,19.26408277829488,1,http://adsabs.harvard.edu/abs/2013MNRAS.428.1077S,Steffen 2013,0,,Predicted,1.11,0,0,0,0,0.0202381,11.9016171
Kepler-114 b,48.34951944457161,19.60808888912201,1,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,0,,Predicted,,0,0,0,0,0.00656354,5.188549
Kepler-48 c,40.94900000042385,19.94261416647169,1,http://adsabs.harvard.edu/abs/2014ApJS..210...20M,Marcy 2014,0,,Predicted,0.88,0,1,0,0,0.045968,9.67395
HD 46375 b,5.46316111140781,6.553488889005449,0,,,0,,,0.927,0,0,0,0,0.227201,3.023573
Kepler-1436 b,46.76802777780427,19.8474388885498,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,1.06,0,0,0,0,0.00752338,9.705716
Kepler-235 b,39.27831944465637,19.07193888876173,1,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,0,,Predicted,,0,0,0,0,0.0167934,3.340222
HD 16175 b,42.06273055606418,2.61720555557145,0,,,0,,,1.29,0,0,0,0,4.37946,990
Kepler-968 c,50.11202777756585,19.04016944461399,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,0.76,0,0,0,0,0.0125233,5.70940492
Kepler-1295 b,45.58855555534363,19.42652500046624,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,0.92,0,0,0,0,0.0115843,3.81371974
Kepler-965 b,41.89119444423252,19.90102222224077,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,1.05,0,0,0,0,0.0345375,134.2527298
Kepler-673 b,50.05411111116409,19.38571666664547,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,0.88,0,0,0,0,0.165168,3.72873109
Kepler-111 b,44.6882694445716,19.44354999966092,1,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,0,,Predicted,,0,0,0,0,0.0117926,3.341815
omega Ser b,2.196624999576144,15.83820277796851,0,,,0,,Predicted,2.17,0,0,0,0,1.70083,277.02
Kepler-191 c,45.32316944440206,19.41223055521647,1,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,0,,Predicted,,0,0,0,0,0.0136944,17.738506
Kepler-185 c,43.88991111119588,18.83121111128065,1,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,0,,Predicted,,0,0,0,0,0.0149351,20.729042
Kepler-124 b,49.06491111119588,19.11685000000729,1,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,0,,Predicted,,0,0,0,0,0.000957504,3.410493
Kepler-1543 b,47.03702777783076,19.80828611108992,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,1.39,0,0,0,0,0.0223911,6.96710269
Kepler-348 c,40.54836944474114,19.81700000001324,1,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,0,,Predicted,,0,0,0,0,0.00789025,17.265427
Kepler-903 c,40.66416666666667,19.2513999999894,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,0.98,0,0,0,0,0.0200617,62.9228557
Kepler-1613 b,43.42097222222222,19.32500277784136,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,1.08,0,0,0,0,0.0154788,1.5184299
Kepler-1297 b,47.02038888878293,19.3304333337148,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,0.99,0,0,0,0,0.00266535,1.68189002
Kepler-1298 b,49.10622222211626,18.96151666641235,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,1.45,0,0,0,0,0.00752338,7.12811928
Kepler-1050 c,48.62638888888889,18.86166666666667,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,1.09,0,0,0,0,0.0112658,21.1284569
Kepler-742 b,46.78958333333333,18.92440000004239,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,0.76,0,0,0,0,0.0313841,8.36086824
Kepler-108 b,46.06233055538601,19.63728055556615,1,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,0,,Predicted,,0,0,0,0,0.268526,49.183921
Kepler-215 c,45.21368888854981,19.66489999983046,1,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,0,,Predicted,,0,0,0,0,0.0130508,14.667108
Kepler-399 d,40.67080000003179,19.96678055555456,1,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,0,,Predicted,,0,0,0,0,0.0139171,58.034616
Kepler-31 d,45.85308055559794,19.60153055561914,1,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,0,,Predicted,,0,0,0,0,0.0685925,87.648901
Kepler-934 b,43.75533333354526,19.35256388876173,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,0.81,0,0,0,0,0.0154788,55.6738309
Kepler-1388 e,47.17452777756585,18.88906944433848,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,0.63,0,0,0,0,0.0191406,37.6327084
Kepler-1422 b,48.33611111111112,19.59267777760823,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,1.15,0,0,0,0,0.0149156,18.6051942
HD 130322 b,-0.2811333338419597,14.79244444423252,0,,,0,,,0.836,0,0,0,0,1.04309,10.7085
Kepler-1432 b,49.82955555597941,19.70161111116409,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,1.09,0,0,0,0,0.0166923,23.9109011
Kepler-1071 b,45.24880555576748,19.53720000002119,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,0.86,0,0,0,0,0.0182743,6.1799844
Kepler-1087 b,46.0056666665607,19.66525555504693,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,0.96,0,0,0,0,0.000499273,0.69384285
Kepler-1070 b,49.31650000042385,19.54635833316379,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,1.21,0,0,0,0,0.0127496,6.2216147
Kepler-9 b,38.40086111108462,19.03826555569967,1,http://adsabs.harvard.edu/abs/2010Sci...330...51H,Holman 2010,0,,,1,0,0,0,0,0.248945,19.243158
GJ 3634 b,-31.14394444465637,10.97642583317227,0,,,0,,,0.45,0,0,0,0,0.0221881,2.64561
Kepler-448 b,41.01083333333333,19.83024777730306,1,http://adsabs.harvard.edu/abs/2015A%26A...579A..55B,Bourrier 2015,0,,Predicted,1.452,0,0,0,0,0,17.8552333
Kepler-244 b,42.30136944439676,19.14951111157735,1,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,0,,Predicted,,0,0,0,0,0.0230631,4.311792
HAT-P-13 b,47.35202777783076,8.65883694436815,1,http://adsabs.harvard.edu/abs/2010ApJ...718..575W,Winn 2010,0,,,1.22,0,0,0,0,0.85708,2.91625
Kepler-968 b,50.11202777756585,19.04016944461399,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,0.76,0,0,0,0,0.0147338,3.69298373
Kepler-356 b,37.6828194448683,19.49473888927036,1,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,0,,Predicted,,0,0,0,0,0.0117295,4.612696
Kepler-1004 b,49.79755555576748,19.82395277765062,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,1.11,0,0,0,0,0.145803,5.28789787
Kepler-157 d,38.87561111132304,19.40648055553436,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,0,0,0,0,0,0.0107116,7.02573474
Kepler-1482 b,48.72524999989404,19.020919444561,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,0.88,0,0,0,0,0.0030088,12.25383217
Kepler-296 c,49.43733055565092,19.10266944434908,1,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,0,,Predicted,,0,0,0,0,0.0160511,5.841648
Kepler-212 b,43.14165000014835,19.17471944438087,1,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,0,,Predicted,,0,0,0,0,0.00396389,16.257582
Kepler-593 b,48.65119444449743,19.6634305551317,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,1.08,0,0,0,0,0.0247111,21.21708973
Kepler-42 b,44.6193333334393,19.48126555548774,1,http://adsabs.harvard.edu/abs/2012ApJ...747..144M,Muirhead 2012,0,,,0.13,0,0,0,0,0.0012042,1.2137672
Kepler-343 c,42.4330111111535,19.46405000050862,1,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,0,,Predicted,,0,0,0,0,0.0149351,23.22182
HD 65216 b,-63.64767777760824,7.894855555428398,0,,,0,,,0.92,0,0,0,0,1.21636,613.09998
Kepler-1618 b,45.93091666645473,19.67835833337572,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,1.41,0,0,0,0,0.00648186,6.10826019
Kepler-1558 b,46.91169444402059,19.1212916665607,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,0.83,0,0,0,0,0.000761911,3.50470358
Kepler-760 b,44.17941666709052,19.17288055578868,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,0.89,0,0,0,0,0.0279233,8.70419416
Kepler-378 b,46.43863888899485,19.6632388888465,1,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,0,,Predicted,,0,0,0,0,0.00105258,16.092361
Kepler-1490 b,42.60950000021193,19.71290555530124,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,0.9,0,0,0,0,0.0275214,92.4362973
Kepler-823 b,39.22019444439147,18.97217222213745,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,0.98,0,0,0,0,0.0117248,4.16809082
Kepler-23 c,49.47922222243415,19.61459416707357,1,http://adsabs.harvard.edu/abs/2012ApJ...750..113F,Ford 2012,0,,,1.11,0,0,0,0,0.0305282,10.7421
HD 190360 c,29.89808055559794,20.06026388910082,0,,,0,,,0.983,0,0,0,0,0.0589738,17.111027
Kepler-228 c,48.2246694442961,19.75241111119588,1,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,0,,Predicted,,0,0,0,0,0.0222169,4.134444
Kepler-896 b,43.73447222219573,18.82927777820163,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,0.84,0,0,0,0,0.0200617,144.547396
Kepler-1400 b,45.44080555544959,19.0847777777248,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,0.83,0,0,0,0,0.0120821,9.06689421
Kepler-726 b,44.88730555560853,19.4478194448683,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,0.88,0,0,0,0,0.0318486,21.80451088
Kepler-1536 b,45.71577777756585,19.43901111125946,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,0.71,0,0,0,0,0.0293826,364.758031
Kepler-1011 b,46.82399999989404,19.82676944414775,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,0.91,0,0,0,0,0.0247111,5.75322197
Kepler-613 b,46.245,18.85245555559794,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,0.98,0,0,0,0,0.0173469,15.77979614
HD 20782 b,-28.85391388893128,3.334263888862398,0,,,0,,,0.969,0,0,0,0,1.9,591.9
Kepler-296 f,49.43733055565092,19.10266944434908,1,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,0,,Predicted,,0,0,0,0,0.0131908,63.335879
Kepler-1245 b,43.26077777756585,19.38295555538602,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,0.86,0,0,0,0,0.0101747,4.35409304
Kepler-935 b,46.61922222216924,19.66811111105813,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,0.78,0,0,0,0,0.00819664,4.88083852
Kepler-69 c,44.86888888888889,19.55072916666667,1,http://adsabs.harvard.edu/abs/2013ApJ...768..101B,Barclay 2013,0,,Predicted,0.81,0,0,0,0,0.0126299,242.4613
Kepler-271 d,44.28422222223546,18.86686666667461,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,0,0,0,0,0,0.000678484,5.24972541
epsilon Eri b,-9.458305555449591,3.549005555046929,0,,,0,,,0.82,0,0,0,0,1.05448,2500
Kepler-117 c,48.04023055553436,19.25286944442325,1,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,0,,Predicted,,0,0,0,0,0.923754,50.790412
Kepler-311 b,47.08548888895247,18.80408888896307,1,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,0,,Predicted,,0,0,0,0,0.012573,9.176092
Kepler-626 b,39.70827777756585,19.24657777786255,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,1.01,0,0,0,0,0.0173469,14.48585199
Kepler-48 d,40.94900000042385,19.94261416647169,1,http://adsabs.harvard.edu/abs/2014ApJS..210...20M,Marcy 2014,0,,Predicted,0.88,0,0,0,0,0.0151,42.8961
Kepler-1517 b,43.18877777788374,19.18714722209507,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,1.58,0,0,0,0,0.696016,5.54608367
Kepler-288 c,39.5947111108568,19.26109999974569,1,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,0,,Predicted,,0,0,0,0,0.0244074,19.305772
Kepler-616 c,46.83833333333334,19.66594166649712,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,0.98,0,0,0,0,0.0350514,90.4113556
Kepler-1033 b,44.60908333354526,18.92300833331214,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,0.94,0,0,0,0,0.0197927,7.56052806
HD 208487 b,-37.76333333333334,21.95549166679382,0,,,0,,,1.113,0,0,0,0,0.5122,130.08
