NAME,DEC,RA,TRANSIT,TRANSITURL,TRANSITREF,SE,SEURL,SEREF,MSTAR,IMAGING,TIMING,ASTROMETRY,MICROLENSING,MASS,PER
Kepler-102 b,47.20777777777778,18.76549999978807,1,http://adsabs.harvard.edu/abs/2014ApJS..210...20M,Marcy 2014,0,,Predicted,0.8,0,0,0,0,0,5.28696
Kepler-1098 b,43.2328055551317,19.70018055554893,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,0.99,0,0,0,0,0.00730709,2.54307286
upsilon And d,41.40638611104753,1.613327777650621,0,,,0,,,1.31,0,0,0,0,4.11582,1278.1218
Kepler-1446 b,46.7261666668786,19.29493055555556,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,0.81,0,0,0,0,0.00142986,0.68996783
Kepler-1529 b,41.04072222232818,19.32471388869815,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,0.81,0,0,0,0,0.0155754,5.33905686
Kepler-354 c,41.33563888894187,19.05010000000398,1,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,0,,Predicted,,0,0,0,0,0.00749504,16.934402
Kepler-282 b,44.79768055597941,18.97848888927036,1,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,0,,Predicted,,0,0,0,0,0.00302153,9.220524
Kepler-1583 b,47.01663888931274,19.09246111128065,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,0.94,0,0,0,0,0.000499273,9.32807355
Kepler-251 e,44.10586111121707,19.77108055565092,1,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,0,,Predicted,,0,0,0,0,0.0232079,99.640161
Kepler-247 b,43.03928888903724,19.24283055517409,1,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,0,,Predicted,,0,0,0,0,0.0121773,3.33616
Kepler-718 b,43.50355555560854,19.97079166677263,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,1.18,0,0,0,0,1,2.0523499
Kepler-252 c,44.54596111085679,19.7052888891432,1,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,0,,Predicted,,0,0,0,0,0.0160511,10.848463
Kepler-1626 b,40.72122222211626,19.76669722222206,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,1.51,0,0,0,0,0.0149156,4.13962966
Kepler-1421 b,48.54419444402059,19.10537222226461,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,1.25,0,0,0,0,0.00225358,6.9131112
Kepler-1175 b,46.81288888931274,19.27618055555556,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,0.9,0,0,0,0,0.0267373,37.94563
HAT-P-3 b,48.02866666687859,13.73960555553436,1,http://adsabs.harvard.edu/abs/2008ApJ...677.1324T,Torres 2008,1,,,0.928,0,0,0,0,0.595712,2.899703
XO-5 b,39.09455555597941,7.781099722120497,1,http://adsabs.harvard.edu/abs/2011AcA....61...25M,Maciejewski 2011,0,,,1,0,0,0,0,1.15251,4.1877537
WASP-1 b,31.9899166668786,0.3444658332400852,1,http://adsabs.harvard.edu/abs/2011MNRAS.414.3023S,Simpson 2011,1,,,1.2,0,0,0,0,0.918,2.5199449
Kepler-336 b,41.33138055589464,19.34918055534363,1,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,0,,Predicted,,0,0,0,0,0.00313003,2.024823
HD 171028 b,6.945750000211928,18.53763694445292,0,,,0,,,1.01,0,0,0,0,1.98809,550
Kepler-444 f,41.63613888899485,19.31679722222189,1,http://adsabs.harvard.edu/abs/2015ApJ...799..170C,Campante 2015,0,,Predicted,0.758,0,0,0,0,0.00108547,9.740486
Kepler-383 b,38.36313055568272,19.42283888869816,1,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,0,,Predicted,,0,0,0,0,0.00769114,12.904532
Kepler-1085 b,46.14119444423252,19.16517777760824,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,1.11,0,0,0,0,0.154219,219.3217528
Kepler-255 d,45.97683333290948,19.73761666668786,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,0.97,0,0,0,0,0.00774372,1.04562266
Kepler-34 b,44.64155555566152,19.76238805558947,1,http://adsabs.harvard.edu/abs/2012Natur.481..475W,Welsh 2012,0,,,1.0479,0,0,0,0,0.220004,288.822
Kepler-55 e,44.02646111064487,19.0112194442749,1,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,0,,Predicted,,0,0,0,0,0.011604,4.617534
Kepler-618 b,48.0609444448683,19.08332222196791,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,1.05,0,0,0,0,0.0208973,3.59576964
Kepler-391 b,51.05730000019073,19.37478888882531,1,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,0,,Predicted,,0,0,0,0,0.0305853,7.416755
Kepler-1437 b,49.32591666645475,19.45766111108992,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,0.93,0,0,0,0,0.00866602,10.9295461
Kepler-33 b,46.00519444465638,19.27183666653103,1,http://adsabs.harvard.edu/abs/2012ApJ...750..112L,Lissauer 2012,0,,,1.291,0,0,0,0,0.0128331,5.66793
Kepler-54 c,43.05627777788374,19.65159583330154,1,http://adsabs.harvard.edu/abs/2013MNRAS.428.1077S,Steffen 2013,0,,Predicted,0.51,0,1,0,0,0.00602351,12.0717249
Kepler-218 b,46.26646944469876,19.69418888939752,1,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,0,,Predicted,,0,0,0,0,0.0112762,3.619337
18 Del b,10.83936944431729,20.97387777752346,0,,,0,,,2.33,0,0,0,0,10.298,993.3
Kepler-1250 b,45.98025000042386,19.18625833325916,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,0.99,0,0,0,0,0.0141192,2.60754383
Kepler-394 b,50.6723194445504,19.75346111112171,1,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,0,,Predicted,,0,0,0,0,0.0119197,8.005013
Kepler-1546 b,41.54122222211625,19.83893055544959,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,0.95,0,0,0,0,0.0291691,19.5974971
Kepler-1304 b,39.44691666709052,19.01842777782016,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,0.85,0,0,0,0,0.0173469,16.1288853
Kepler-222 d,46.93776944451862,19.19373888863458,1,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,0,,Predicted,,0,0,0,0,0.0422294,28.081912
HD 106252 b,10.04231666670905,12.22486111111111,0,,,0,,,1.007,0,0,0,0,6.95913,1531
HD 85512 b,-43.50163888891538,9.851855555507871,0,,,0,,,0.69,0,0,0,0,0.0113953,58.43
Kepler-1576 b,40.36602777798971,19.27159722222222,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,1.05,0,0,0,0,0.00338324,6.98471973
Kepler-1289 b,41.04058333343929,19.75925277815925,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,1.1,0,0,0,0,0.0124263,7.99019627
OGLE-TR-182 b,-61.09525000042386,11.15519722196791,1,http://adsabs.harvard.edu/abs/2008A%26A...487..749P,Pont 2008,0,,,1.14,0,0,0,0,1.0245,3.9791
WASP-29 b,-39.90672222243415,23.85863472196791,1,http://adsabs.harvard.edu/abs/2010ApJ...723L..60H,Hellier 2010,0,,,0.825,0,0,0,0,0.242991,3.922727
Kepler-619 b,48.4160277779897,19.38993611123827,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,1.09,0,0,0,0,0.029815,5.4042722
HD 19994 b,-1.195933333502875,3.212866666581896,0,,,0,,,1.365,0,0,0,0,1.32681,466.2
HATS-2 b,-22.56299999978807,11.78260277748108,1,http://arxiv.org/abs/1304.2140,Mohler-Fischer 2013,0,,Predicted,0.882,0,0,0,0,1.34915,1.354133
Kepler-1397 b,47.07583333333334,19.97839166641235,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,1.09,0,0,0,0,0.0126737,47.449955
Kepler-1254 c,48.77005555550257,19.0115555551317,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,0.78,0,0,0,0,0.00730709,3.60084276
HD 163607 b,56.39166388882531,17.89460277769301,0,,,0,,,1.09,0,0,0,0,0.768857,75.29
Kepler-1405 b,39.25613888899485,19.71232222239176,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,1.05,0,0,0,0,0.0503054,28.2274184
Kepler-1435 b,44.92113888899485,19.41155277782016,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,1.21,0,0,0,0,0.00172655,4.45343281
Kepler-25 c,39.48786111089918,19.10922777811686,1,http://adsabs.harvard.edu/abs/2014ApJS..210...20M,Marcy 2014,0,,,1.19,0,0,0,0,0.0899033,12.7204
Kepler-245 c,42.43631944444444,19.44260000016954,1,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,0,,Predicted,,0,0,0,0,0.0163243,17.460812
Kepler-483 b,41.88466666671965,19.44311666700575,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,1.28,0,0,0,0,0.0307009,30.229104
Kepler-220 b,46.8957388888465,19.43373888889948,1,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,0,,Predicted,,0,0,0,0,0.00137963,4.159807
Kepler-297 b,48.77763888888889,18.88061111132304,1,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,0,,Predicted,,0,0,0,0,0.0247188,38.871826
Kepler-712 b,42.93525000002649,19.66065000004238,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,0.84,0,0,0,0,0.0350514,21.02247699
Kepler-243 b,42.03396111110846,19.00736944463518,1,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,0,,Predicted,,0,0,0,0,0.0190864,5.715442
Kepler-220 c,46.8957388888465,19.43373888889948,1,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,0,,Predicted,,0,0,0,0,0.0117295,9.034199
Kepler-355 b,42.81178055551317,19.05330000003179,1,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,0,,Predicted,,0,0,0,0,0.0107805,11.03189
Kepler-106 e,44.33750000000001,20.05758333312141,1,http://adsabs.harvard.edu/abs/2014ApJS..210...20M,Marcy 2014,0,,Predicted,1,0,0,0,0,0.0203863,43.8445
HD 154857 b,-56.68066111140781,17.18767500003179,0,,,0,,,1.718,0,0,0,0,2.24797,408.6
Kepler-130 d,40.24533055517409,19.23003888871935,1,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,0,,Predicted,,0,0,0,0,0.0121773,87.517905
HD 114613 b,-37.80313611110051,13.20096388889684,0,,,0,,Predicted,1.364,0,0,0,0,0.506039,3827
Kepler-1417 b,40.6052222220103,19.39665833367242,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,1.02,0,0,0,0,0.00289089,20.3505213
Kepler-82 d,42.96613888846504,19.52488888899485,1,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,0,,Predicted,,0,0,0,0,0.0130508,2.382961
Kepler-603 c,42.29097222222222,19.61873333334923,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,1.01,0,0,0,0,0.115338,127.9075774
Kepler-994 b,47.40708333333333,19.27148055553436,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,0.56,0,0,0,0,0.0119381,1.15116651
Kepler-178 c,46.89648055606418,19.14006944444444,1,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,0,,Predicted,,0,0,0,0,0.0248763,20.552802
HAT-P-12 b,43.4935277779897,13.95929999987284,1,http://adsabs.harvard.edu/abs/2009ApJ...706..785H,Hartman 2009,0,,,0.73,0,0,0,0,0.210804,3.2130598
CoRoT-26 b,6.969777777724796,18.65003416666761,1,http://adsabs.harvard.edu/abs/2013A%26A...555A.118A,Almenara 2013,0,,Predicted,1.09,0,0,0,0,0.479479,4.20474
Kepler-694 b,40.42052777767181,19.40996666696336,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,0.97,0,0,0,0,0.0236826,6.36584161
Kepler-83 c,43.66563888867696,18.81549999978807,1,http://adsabs.harvard.edu/abs/2012arXiv1208.3312X,Xie 2012,0,,Predicted,0.66,0,1,0,0,0.0181548,20.09
HD 92788 b,-2.183213888804118,10.71348333358765,0,,,0,,,1.078,0,0,0,0,3.56392,325.81
Kepler-1521 b,37.835,19.51268611060248,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,0.81,0,0,0,0,0.01966,47.14840805
Kepler-32 b,46.57424999978807,19.85616027779049,1,http://adsabs.harvard.edu/abs/2012ApJ...750..114F,Fabrycky 2012,0,,,0.54,0,1,0,0,0.0165128,5.90124
Kepler-1261 b,48.80672222243415,19.01549722247654,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,0.82,0,0,0,0,0.017125,48.4308991
Kepler-531 b,48.68361111111111,19.1016527777248,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,0.78,0,0,0,0,0.0233514,29.88485741
Kepler-1329 b,48.27105555560853,18.77651666641235,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,0.72,0,0,0,0,0.0162741,9.33646594
Kepler-1254 b,48.77005555550257,19.0115555551317,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,0.78,0,0,0,0,0.0115843,9.99113313
Kepler-1055 b,44.93261111153496,19.36578611161974,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,0.98,0,0,0,0,0.00609283,2.29503623
HD 147018 c,-61.68799444463517,16.38343611111243,0,,,0,,,0.927,0,0,0,0,6.59355,1008
WASP-67 b,-19.94955555597941,19.71625333362156,1,http://adsabs.harvard.edu/abs/2012MNRAS.426..739H,Hellier 2012,0,,,0.87,0,0,0,0,0.41931,4.61442
Kepler-643 b,42.89827777756585,19.35515555540721,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,1,0,0,0,0,0.498041,16.33889626
Kepler-1467 b,45.34269444465637,19.66990277767182,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,0.86,0,0,0,0,0.0325593,47.0569043
WASP-73 b,-58.14888888888889,21.32997499995761,1,http://adsabs.harvard.edu/abs/2014A%26A...563A.143D,Delrez 2014,0,,Predicted,1.34,0,0,0,0,1.88059,4.08722
Kepler-49 b,40.59177777767182,19.48630583339267,1,http://adsabs.harvard.edu/abs/2013MNRAS.428.1077S,Steffen 2013,0,,Predicted,0.55,0,1,0,0,0.0224607,7.2037945
Kepler-9 d,38.40086111108462,19.03826555569967,1,http://adsabs.harvard.edu/abs/2011ApJ...727...24T,Torres 2011,0,,,1,0,0,0,0,0.0121773,1.592851
GJ 687 b,68.34222777790492,17.60733611106873,0,http://adsabs.harvard.edu/abs/2014ApJ...789..114B,Burt 2014,0,,Predicted,0.413,0,0,0,0,0.058,38.14
HIP 57050 b,42.75219166662958,11.69585833337572,0,,,0,,,0.34,0,0,0,0,0.297735,41.397
HD 131664 b,-73.53540833327506,15.00167777776718,0,,,0,,,1.1,0,0,0,0,18.3282,1951
Kepler-914 b,44.89933333290948,19.3608000002967,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,1.1,0,0,0,0,0.00890695,4.40966548
Kepler-253 d,44.85808888912201,19.45613055547078,1,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,0,,Predicted,,0,0,0,0,0.0299917,18.119869
Kepler-174 d,43.83208888901605,19.16261111153496,1,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,0,,Predicted,,0,0,0,0,0.0164167,247.35373
Kepler-1640 b,40.85049999998676,19.63719166676203,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,1.27,0,0,0,0,0.0768885,7.5844126
Kepler-1281 b,48.51541666666667,19.69029722213745,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,0.87,0,0,0,0,0.0121546,3.11602791
Kepler-46 c,42.60416666666667,19.28458305557569,1,http://adsabs.harvard.edu/abs/2012Sci...336.1133N,Nesvorny 2012,0,,Predicted,0.902,0,1,0,0,0.376,57.011
HD 101930 b,-58.00773055553437,11.72502500004239,0,,,0,,,0.74,0,0,0,0,0.299187,70.459999
HD 187123 c,34.41982499996821,19.78278055508931,0,,,0,,,1.037,0,0,0,0,1.9422,3805.6705
Kepler-956 b,49.06169444402059,19.50205277774069,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,1.1,0,0,0,0,0.0269309,5.24867263
Kepler-289 c,42.88283888922798,19.83101944393582,1,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,0,,Predicted,,0,0,0,0,1,125.866438
Kepler-1228 b,46.96627777735392,19.77020555549198,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,0.78,0,0,0,0,0.0115145,0.57736958
Kepler-149 b,38.38411944442325,19.05691111087799,1,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,0,,Predicted,,0,0,0,0,0.0581875,29.198943
Kepler-441 b,49.01255555576748,18.97112499978807,1,http://adsabs.harvard.edu/abs/2015ApJ...800...99T,Torres 2015,0,,Predicted,0.572,0,0,0,0,0.0121773,207.2482
HD 134987 b,-25.30916388935513,15.22470277786255,0,,,0,,,1.054,0,0,0,0,1.56347,258.18
Kepler-135 b,38.7954805554284,19.36633888880412,1,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,0,,Predicted,,0,0,0,0,0.0133325,6.00253
WASP-47 d,-12.01861111111111,22.08020305527581,1,http://adsabs.harvard.edu/abs/2015ApJ...812L..18B,Becker 2015,0,,Predicted,1.02,0,0,0,0,0.0405776,9.03081
HD 212771 b,-17.26340277777778,22.45086666663488,0,,,0,,,1.51,0,0,0,0,2.70016,373.3
Kepler-819 b,39.17722222222222,19.69138611104753,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,0.86,0,0,0,0,0.0230257,33.1995648
Kepler-887 b,39.81700000001325,19.33938611136542,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,1.19,0,0,0,0,0.0135358,20.42228798
WASP-72 b,-30.16919444455041,2.736000000105964,1,http://adsabs.harvard.edu/abs/2013A%26A...552A..82G,Gillon 2013,0,,Predicted,1.327,0,0,0,0,1.40771,2.216726
Kepler-131 b,40.9422777779897,19.23538944443067,1,http://adsabs.harvard.edu/abs/2014ApJS..210...20M,Marcy 2014,0,,Predicted,1.02,0,0,0,0,0.0526382,16.092
Kepler-766 b,37.96986111111111,19.54563611136543,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,1.1,0,0,0,0,0.0345375,6.10027804
Kepler-329 c,45.22743055555556,19.95120000004768,1,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,0,,Predicted,,0,0,0,0,0.0142208,18.684737
Kepler-126 b,44.20851111094157,19.28981944455041,1,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,0,,Predicted,,0,0,0,0,0.0123086,10.495711
Kepler-134 c,49.59840000046624,18.98260000016954,1,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,0,,Predicted,,0,0,0,0,0.00656354,10.105785
Kepler-1061 b,50.27522222201029,19.7486666668786,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,1.09,0,0,0,0,0.014644,2.75798267
GJ 3293 c,-25.16888888888889,4.476588889227973,0,http://adsabs.harvard.edu/abs/2015A%26A...575A.119A,Astudillo-Defru 2015,0,,Predicted,0.42,0,0,0,0,0.081,123.75
HD 142022 b,-84.23153611077203,16.17138333320618,0,,,0,,,0.9,0,0,0,0,4.46762,1928
HD 1502 b,14.05479722234938,0.321394444571601,0,,,0,,,1.47,0,0,0,0,2.9072,431.8
Kepler-1438 b,40.68166666666666,19.2859861111641,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,0.97,0,0,0,0,0.00235177,2.31942009
Kepler-209 c,42.6408111111323,19.41130000008477,1,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,0,,Predicted,,0,0,0,0,0.0286557,41.749882
Kepler-206 d,41.83386111110449,19.44231111102634,1,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,0,,Predicted,,0,0,0,0,0.00538981,23.44281
Kepler-867 b,51.24997222264608,19.1523555554284,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,0.92,0,0,0,0,0.0711111,150.242127
Kepler-1213 b,50.94416666666666,19.2990555551317,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,1.14,0,0,0,0,0.0053608,5.34982412
Kepler-286 b,48.29428888850742,19.37841111077203,1,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,0,,Predicted,,0,0,0,0,0.00621274,1.796302
Kepler-174 c,43.83208888901605,19.16261111153496,1,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,0,,Predicted,,0,0,0,0,0.0115291,44.000529
Kepler-285 c,48.06561111132304,19.42606111102634,1,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,0,,Predicted,,0,0,0,0,0.00436179,6.186676
Kepler-404 b,45.34353055530124,19.0932388888465,1,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,0,,Predicted,,0,0,0,0,0.00674351,11.829851
HD 10442 b,2.704166666666667,1.698094999525282,0,http://adsabs.harvard.edu/abs/2015ApJ...799...89G,Giguere 2015,0,,Predicted,1.56,0,0,0,0,2.1,1043
Kepler-629 b,39.94499999999999,19.29452222188314,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,0.93,0,0,0,0,0.00890695,7.2385854
Kepler-582 b,41.05702777756585,19.83357777777645,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,0.93,0,0,0,0,0.0418568,18.49235668
HD 108863 b,21.94832500033909,12.50554444419013,0,,,0,,,2.08,0,0,0,0,2.76572,443.4
HD 189733 b,22.71146111064487,20.01214166641235,1,http://adsabs.harvard.edu/abs/2010ApJ...721.1861A,Agol 2010,1,,,0.806,0,0,0,0,1.1436,2.21857567
Kepler-1059 b,41.7064722220103,19.28134722179837,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,0.75,0,0,0,0,0.0127496,3.76419105
Kepler-1154 b,39.87724999957614,19.83180833286709,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,1.26,0,0,0,0,0.017919,5.1856142
Kepler-1114 b,45.83469444447094,19.94912777794732,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,0.87,0,0,0,0,0.00819664,14.97435694
Kepler-301 c,49.23298888842265,18.93219999949137,1,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,0,,Predicted,,0,0,0,0,0.00829825,5.419026
Kepler-446 c,44.92111111111111,18.81668083333307,1,http://adsabs.harvard.edu/abs/2015ApJ...801...18M,Muirhead 2015,0,,Predicted,0.22,0,0,0,0,0.00452953,3.036179
HD 102117 b,-58.70353888882531,11.74736944410536,0,,,0,,,1.083,0,0,0,0,0.169756,20.8133
Kepler-173 b,41.88411111109787,19.64311111132304,1,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,0,,Predicted,,0,0,0,0,0.00711292,4.263742
Kepler-622 b,40.93311111132304,18.96523055606418,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,0.64,0,0,0,0,0.0158698,14.28226676
HD 75784 b,13.23364999999603,8.87333611117469,0,http://adsabs.harvard.edu/abs/2015ApJ...799...89G,Giguere 2015,0,,Predicted,1.41,0,0,0,0,5.6,5040
GJ 581 b,-7.722038888931275,15.32431944423252,0,,,0,,,0.31,0,0,0,0,0.0499019,5.36865
Kepler-1134 b,42.47827777756585,19.70453333324856,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,0.84,0,0,0,0,0.0214793,17.13263989
Kepler-112 c,43.20974999957615,19.79873055564033,1,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,0,,Predicted,,0,0,0,0,0.0185304,28.574263
Kepler-267 b,47.15746111128065,19.98868888907963,1,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,0,,Predicted,,0,0,0,0,0.0146122,3.353728
Kepler-753 b,37.90227777772479,19.46021944469876,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,0.68,0,0,0,0,0.014034,5.74772501
Kepler-1202 b,44.65324999994701,19.48604166666667,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,1.03,0,0,0,0,0.0257931,28.6851324
HD 125612 c,-17.48136111153497,14.34820833312141,0,,,0,,,1.1,0,0,0,0,0.0580667,4.15474
CoRoT-1 b,-3.10211111108462,6.805325555801391,1,http://adsabs.harvard.edu/abs/2008A%26A...482L..17B,Barge 2008,1,,,0.95,0,0,0,0,1.02979,1.5089557
CoRoT-12 b,-1.296416666242811,6.717711666689979,1,http://adsabs.harvard.edu/abs/2010A%26A...520A..97G,Gillon 2010,0,,,1.078,0,0,0,0,0.91918,2.828042
Kepler-708 b,42.21250000000001,19.58776388883591,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,0.97,0,0,0,0,0.0256089,3.16789194
Kepler-1362 b,40.87711111068726,19.23590277777778,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,0.8,0,0,0,0,0.0208973,136.205626
Kepler-1023 b,49.76969444433848,19.26864999996291,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,0,,Predicted,0.93,0,0,0,0,0.0213319,62.1387714
Kepler-286 c,48.29428888850742,19.37841111077203,1,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,0,,Predicted,,0,0,0,0,0.00871939,3.468095
