NAME,RA,DEC,PER
Kepler-985 b,19.34295277807448,44.04994444423252,116.331901
Kepler-974 b,19.00087222225136,40.22074999994702,4.19449651
Kepler-1248 b,19.20395555549198,51.35444444444445,7.46725407
Kepler-129 b,19.02074999994702,47.84856111102634,15.79186
Kepler-1331 b,19.80491944419013,41.22447222232819,0.78916165
PH-1 b,19.88100666681925,39.95510000016954,138.506
Kepler-306 d,19.23591111103694,40.61614999983046,17.326644
Kepler-37 d,18.93730722215441,44.51813888894187,39.792187
Kepler-856 b,19.30692222224341,46.31494444423252,8.02768059
HD 13908 c,2.304036111036936,65.59445277743869,931
HD 125595 b,14.35656111134423,-40.39378333303664,9.6737
Kepler-1499 b,18.93242222256131,41.65041666666666,44.2008
WASP-79 b,4.424728055530124,-30.60041666666667,3.6623817
Kepler-1470 b,19.24633333312141,39.88319444444444,16.2950903
Kepler-107 b,19.80188055555026,48.20861111111111,3.179997
Kepler-1040 b,18.87425277762943,48.13138888888889,201.1214
Kepler-1542 c,19.04856666670905,42.65452777756585,2.89223021
Kepler-109 c,19.35951750013563,40.2848888888624,21.2227
HIP 57274 c,11.74471666653951,30.96021944469876,32.03
Kepler-30 d,19.01891000005934,38.9472777779897,143.343
Kepler-1349 b,19.08922499974569,48.74411111089918,2.12823928
Kepler-877 b,19.32394166681502,46.52266666677263,18.45847097
Kepler-720 b,19.90904444482591,44.17094444433848,4.70832654
Kepler-932 b,19.79680277824402,43.27197222232819,1.9214374
Kepler-1628 b,18.77558055559794,43.41158333354526,76.378033
Kepler-158 c,18.93548055556085,39.78133055580987,28.551383
Kepler-858 b,19.25657500002119,51.20905555513171,76.13602028
Kepler-777 b,18.8482694445716,44.3464722220103,5.72812599
HD 93083 b,10.73916111098395,-33.57665555530124,143.58
Kepler-970 b,19.30834999985165,40.70872222211626,16.73652231
HD 31253 b,4.912111110687256,12.35229722234938,466
Kepler-1579 b,19.55253333330154,43.515,0.84990789
Kepler-191 d,19.41222499953376,45.32316666656071,5.94504102
Kepler-357 c,19.41621111128065,44.0087194442749,16.85837
Kepler-861 b,19.49026111125946,46.22627777735392,3.94963138
Kepler-1258 b,19.02699722184075,49.99474999957614,0.98494017
TRAPPIST-1 c,23.10813416692946,-5.041275000042385,2.421848
Kepler-552 b,19.38317777739631,48.24200000021193,5.26341577
HD 89744 b,10.36962777773539,41.22986666679382,256.78
Kepler-1441 b,19.58127500004239,43.12458333333333,39.4419839
Kepler-1341 b,18.70078333331479,44.15936111132304,132.9968322
Kepler-738 b,19.17131111092038,46.5678611111641,24.58721573
HD 183263 c,19.47349444442325,8.358133333524068,3066
WASP-42 b,12.86543638865153,-42.07358333322738,4.9816877
Kepler-1612 b,19.41668611111119,45.6550833331214,3.91795101
Kepler-885 b,19.24410277790493,49.73719444433848,18.11472949
Kepler-53 d,19.36411944495307,40.56246111128065,9.751962
Kepler-48 b,19.94261416647169,40.94900000042385,4.778
Kepler-1614 b,18.99142222245534,49.77591666645474,3.9466141
HD 192310 c,20.25460555553436,-27.03253611140781,525.8
HD 1690 b,0.3536999999152289,-8.28116388850742,533
HAT-P-41 b,19.82151083310445,4.672416666878594,2.694047
Kepler-1493 b,19.23661111116409,38.56522222201029,15.0217983
Kepler-42 c,19.48126555548774,44.6193333334393,0.45328509
Kepler-1492 b,19.23980555534363,41.03641666677263,16.75255007
HD 28185 b,4.440630555682713,-10.55067500001855,379
HIP 97233 b,19.76146111064487,-0.6965166664123535,1058.8
Kepler-1461 b,19.05536388874054,43.19838888910081,29.3494775
Kepler-846 b,19.1371333334181,49.04602777798971,19.80792185
HD 23127 b,3.656541666454739,-60.07819166713291,1214
HD 154672 b,17.16802222225401,-56.44896666632758,163.94
Kepler-275 d,19.49864999983046,38.51491944419013,35.676062
Kepler-52 b,19.11586888843113,49.97575000021193,7.8773565
Kepler-1561 b,19.79490555551317,43.56647222201029,1.00520701
OGLE-TR-10 b,17.85784722222222,-29.87636111153497,3.10129
Kepler-370 b,19.47808055559794,40.91631111145019,4.57953
Kepler-601 b,18.80030833333731,42.17652777777778,5.37886844
gamma Leo A b,10.33282222217984,19.84186111132304,428.5
NN Ser c,15.88225861125522,12.91238888846503,5571
Kepler-1179 b,18.93984166675144,47.81063888867696,2.68505749
Kepler-930 b,19.88763055562973,42.24744444423252,71.4517775
Kepler-1073 b,19.61018055597941,38.23305555555556,8.67888593
HAT-P-2 b,16.34343611081441,41.0481555557251,5.6334729
HAT-P-24 b,7.255005555682712,14.26258333312141,3.35524
HD 11506 b,1.880700000127157,-19.50673611111111,1405
Kepler-758 c,19.53897499985165,41.13544444441796,4.75793986
tau Boo b,13.7877888891432,17.45677499983046,3.312433
Kepler-422 b,18.84197694460551,46.32333333333334,7.8914483
Kepler-124 c,19.11685000000729,49.06491111119588,13.821375
Kepler-1081 b,19.29630000008477,41.31775000002649,3.85691855
Kepler-1539 b,18.94796111106873,44.26855555560854,133.3036741
Kepler-1458 b,18.88077500025431,41.03805555555555,47.9872764
Kepler-184 c,19.4634611108568,43.0747111108568,20.303005
XO-2S c,7.802076944510142,50.2175,120.8
HD 34445 b,5.29471666653951,7.353705555597941,1049
Kepler-318 b,19.89885000016954,46.79361944410536,4.662715
OGLE-2007-BLG-368L b,17.94054444419013,-32.23741666661368,
KELT-7 b,5.219700000021193,33.31828611108992,2.7347749
Kepler-1321 c,19.63523888892598,46.64097222222222,2.22649109
Kepler-1311 c,19.3100833331214,43.82441666656071,2.53573424
Kepler-1260 b,19.70608333322737,42.55524999989403,19.1187753
HD 125612 b,14.34820833312141,-17.48136111153497,559.40487
Kepler-20 f,19.17986777729458,42.33869444423252,19.57706
Kepler-198 b,19.37821111149258,38.69101111094157,17.790037
42 Dra b,18.43305277824402,65.56354722234937,479.1
Kepler-808 b,19.43960555553436,48.44561111132303,0.63133235
Kepler-216 b,19.58186944431729,46.12914999961853,7.693641
Kepler-292 d,19.71773888885975,42.42428055551317,7.055679
Kepler-53 b,19.36411833339267,40.56244444423251,18.6489525
Kepler-11 b,19.80767277770572,41.90911111089918,10.3039
HD 153950 b,17.0752166668574,-43.30942500008477,499.4
Kepler-69 b,19.55072916666667,44.86888888888889,13.722341
Kepler-27 c,19.48245138910081,41.08586111121708,31.3309
Kepler-1434 b,19.70255833334393,51.20294444455041,8.05333618
HD 16141 b,2.588894444571601,-3.559538888931274,75.523
Kepler-221 c,19.77698055585225,46.83526944438616,5.690586
WASP-97 b,1.640288889143202,-55.77205555544959,2.07276
Kepler-7 b,19.2387677775489,41.08980555534363,4.885525
HIP 91258 b,18.61476499981351,61.7025,5.0505
Kepler-486 b,18.99199722237057,49.26700000001325,30.36044667
WASP-24 b,15.14770527733697,2.343305555979411,2.3412127
HAT-P-29 b,2.208748333189223,51.77875,5.723186
Kepler-38 b,19.12202361106873,42.27919444402059,105.595
Kepler-546 b,18.88383888890346,40.99049999978807,4.14702026
HD 204313 d,21.47005000008477,-21.7255944442749,2831.6
PSR B1257+12 B,13.00099361108409,12.68233333375719,66.5419
Kepler-147 b,19.19838055504693,39.08718055566152,12.610584
HD 50554 b,6.911902777353923,24.24579166624281,1224
HD 11964 c,1.952727777693007,-10.24183611128065,37.910254
Kepler-1044 b,19.54296388838026,46.66625,6.77408868
Kepler-79 d,20.03448055558735,44.38158055517409,52.09059
Kepler-344 c,19.49998055564033,46.324411110878,125.596809
HD 13189 b,2.161158332824707,32.31642222192552,471.6
HD 60532 b,7.567558333343929,-22.29618055555556,201.3
Kepler-1321 b,19.63523888892598,46.64097222222222,11.12830484
Kepler-570 b,19.36250555568271,48.79188888867696,4.301662
Kepler-1151 b,19.48318611145019,47.8784444448683,65.6478424
HAT-P-11 b,19.84726111094157,48.08029444482592,4.8878162
Kepler-406 b,19.45653638892703,44.96822222219573,2.42629
Kepler-171 b,19.78478888882531,41.75553888903724,4.166972
Kepler-627 b,19.47361944463518,39.76791666666666,40.6994443
Kepler-330 b,19.22983055538601,44.80168055560853,8.25978
HD 104067 b,11.98608888891008,-20.35274999989404,55.806
Kepler-1452 b,19.4948555554284,38.26633333312141,42.913751
Kepler-229 b,19.1333000002967,48.37578888893128,6.252972
Kepler-638 b,18.99462777773539,41.61719444443782,6.07972888
Kepler-144 c,18.79438055568271,42.7755111111535,10.104665
Kepler-1372 b,19.25910833358765,44.83955555544959,1.31155557
Kepler-758 e,19.53897499985165,41.13544444441796,8.1934719
HD 20794 b,3.331450000339084,-43.07154999997881,18.315
Kepler-94 b,18.74630555576748,47.49694444444444,2.50806
Kepler-115 c,19.84746111128065,45.2619222217136,8.990889
Kepler-320 c,19.54756944444444,46.17513055536482,17.934937
Kepler-1478 b,19.54433888859219,41.74622222264608,26.0840594
HD 195019 b,20.47178333335452,18.7696333334181,18.20132
Kepler-274 c,19.52818055576748,38.47728055530124,33.197861
Kepler-1627 b,18.93711111121707,41.57672222243416,7.20283653
GJ 832 b,21.55945000012716,-49.00701666673024,3657
Kepler-889 b,19.43115555551317,50.75950000021193,3.744439
